"animal_id","intake_cohort","when_adoption"
"A006100","2014-Q1","0_No_adoption"
"A006100","2014-Q4","0_No_adoption"
"A006100","2017-Q4","0_No_adoption"
"A047759","2014-Q2","0_No_adoption"
"A134067","2013-Q4","0_No_adoption"
"A141142","2013-Q4","0_No_adoption"
"A163459","2014-Q4","0_No_adoption"
"A165752","2014-Q3","0_No_adoption"
"A178569","2014-Q1","0_No_adoption"
"A189592","2015-Q3","0_No_adoption"
"A191351","2015-Q4","0_No_adoption"
"A197810","2014-Q4","0_No_adoption"
"A200922","2013-Q4","4_Over_30_days"
"A208755","2015-Q1","0_No_adoption"
"A210457","2016-Q3","2_Within_14_days"
"A212672","2013-Q4","0_No_adoption"
"A214991","2013-Q4","0_No_adoption"
"A215368","2014-Q3","0_No_adoption"
"A218622","2013-Q4","0_No_adoption"
"A218624","2013-Q4","0_No_adoption"
"A221327","2015-Q2","0_No_adoption"
"A221448","2013-Q4","0_No_adoption"
"A226069","2015-Q4","3_Within_30_days"
"A228887","2013-Q4","0_No_adoption"
"A230482","2015-Q1","0_No_adoption"
"A233812","2014-Q3","0_No_adoption"
"A234161","2013-Q4","0_No_adoption"
"A236259","2014-Q3","0_No_adoption"
"A238870","2016-Q2","0_No_adoption"
"A243903","2013-Q4","0_No_adoption"
"A245945","2014-Q3","0_No_adoption"
"A245945","2015-Q2","0_No_adoption"
"A249087","2016-Q3","4_Over_30_days"
"A251095","2016-Q1","0_No_adoption"
"A251214","2014-Q3","0_No_adoption"
"A251268","2018-Q1","0_No_adoption"
"A251402","2017-Q4","0_No_adoption"
"A253939","2014-Q1","0_No_adoption"
"A254503","2014-Q4","0_No_adoption"
"A256412","2013-Q4","0_No_adoption"
"A258441","2014-Q4","0_No_adoption"
"A260631","2014-Q4","0_No_adoption"
"A260914","2015-Q2","0_No_adoption"
"A261398","2016-Q1","0_No_adoption"
"A261770","2014-Q4","0_No_adoption"
"A267174","2014-Q1","0_No_adoption"
"A268022","2015-Q3","0_No_adoption"
"A271790","2014-Q3","0_No_adoption"
"A274546","2013-Q4","1_Within_7_days"
"A276644","2016-Q4","0_No_adoption"
"A276780","2013-Q4","0_No_adoption"
"A279045","2015-Q1","0_No_adoption"
"A279920","2014-Q3","0_No_adoption"
"A281542","2013-Q4","4_Over_30_days"
"A282897","2013-Q4","4_Over_30_days"
"A282897","2015-Q3","1_Within_7_days"
"A283735","2015-Q1","0_No_adoption"
"A284639","2014-Q1","0_No_adoption"
"A285685","2017-Q2","0_No_adoption"
"A287017","2014-Q4","0_No_adoption"
"A287017","2015-Q3","0_No_adoption"
"A287217","2014-Q4","0_No_adoption"
"A290917","2014-Q2","0_No_adoption"
"A291843","2017-Q4","0_No_adoption"
"A292482","2014-Q3","0_No_adoption"
"A293138","2017-Q2","0_No_adoption"
"A293383","2018-Q1","0_No_adoption"
"A293634","2014-Q3","0_No_adoption"
"A294132","2013-Q4","0_No_adoption"
"A294728","2014-Q3","0_No_adoption"
"A295822","2014-Q4","4_Over_30_days"
"A297699","2017-Q4","0_No_adoption"
"A298074","2015-Q3","0_No_adoption"
"A298677","2015-Q3","0_No_adoption"
"A301824","2016-Q3","0_No_adoption"
"A302820","2014-Q1","4_Over_30_days"
"A303591","2016-Q4","0_No_adoption"
"A304036","2015-Q2","2_Within_14_days"
"A304036","2016-Q2","0_No_adoption"
"A305112","2014-Q2","0_No_adoption"
"A305674","2014-Q3","0_No_adoption"
"A306362","2015-Q3","0_No_adoption"
"A306965","2014-Q2","0_No_adoption"
"A307010","2016-Q3","0_No_adoption"
"A307010","2017-Q2","0_No_adoption"
"A307398","2015-Q4","0_No_adoption"
"A307592","2014-Q2","3_Within_30_days"
"A308771","2014-Q1","0_No_adoption"
"A309706","2017-Q1","0_No_adoption"
"A309829","2014-Q4","0_No_adoption"
"A310394","2014-Q4","0_No_adoption"
"A310454","2015-Q4","0_No_adoption"
"A310938","2015-Q2","0_No_adoption"
"A311544","2013-Q4","0_No_adoption"
"A312005","2014-Q3","4_Over_30_days"
"A317783","2017-Q1","0_No_adoption"
"A318500","2014-Q4","0_No_adoption"
"A318574","2015-Q2","4_Over_30_days"
"A318574","2016-Q2","0_No_adoption"
"A318615","2015-Q1","0_No_adoption"
"A321263","2017-Q4","0_No_adoption"
"A321341","2014-Q1","4_Over_30_days"
"A321820","2018-Q1","0_No_adoption"
"A322813","2015-Q1","0_No_adoption"
"A322813","2015-Q4","0_No_adoption"
"A323090","2016-Q2","0_No_adoption"
"A323668","2015-Q1","0_No_adoption"
"A325999","2015-Q3","0_No_adoption"
"A326898","2017-Q2","0_No_adoption"
"A328422","2014-Q1","0_No_adoption"
"A329257","2017-Q4","0_No_adoption"
"A329502","2015-Q3","0_No_adoption"
"A329502","2016-Q1","0_No_adoption"
"A329835","2013-Q4","0_No_adoption"
"A329871","2013-Q4","0_No_adoption"
"A329968","2013-Q4","0_No_adoption"
"A332026","2017-Q2","0_No_adoption"
"A332246","2017-Q2","0_No_adoption"
"A333659","2013-Q4","0_No_adoption"
"A333780","2016-Q2","0_No_adoption"
"A333781","2016-Q2","0_No_adoption"
"A334065","2015-Q2","0_No_adoption"
"A335182","2014-Q1","0_No_adoption"
"A335778","2017-Q2","0_No_adoption"
"A337187","2014-Q2","0_No_adoption"
"A337603","2016-Q3","0_No_adoption"
"A337686","2015-Q2","0_No_adoption"
"A337686","2015-Q2","0_No_adoption"
"A337859","2014-Q3","0_No_adoption"
"A338231","2015-Q2","0_No_adoption"
"A338231","2018-Q1","3_Within_30_days"
"A338643","2016-Q4","4_Over_30_days"
"A338821","2015-Q1","3_Within_30_days"
"A339103","2015-Q2","0_No_adoption"
"A339523","2016-Q1","0_No_adoption"
"A339803","2013-Q4","4_Over_30_days"
"A341599","2014-Q1","0_No_adoption"
"A342475","2017-Q2","0_No_adoption"
"A342480","2015-Q2","0_No_adoption"
"A342659","2017-Q3","4_Over_30_days"
"A345209","2014-Q4","0_No_adoption"
"A345209","2014-Q4","0_No_adoption"
"A346010","2016-Q3","1_Within_7_days"
"A346599","2014-Q2","0_No_adoption"
"A346599","2015-Q4","0_No_adoption"
"A346884","2015-Q3","0_No_adoption"
"A347684","2014-Q3","0_No_adoption"
"A347684","2015-Q1","0_No_adoption"
"A348272","2015-Q3","1_Within_7_days"
"A348400","2017-Q3","1_Within_7_days"
"A349317","2017-Q3","1_Within_7_days"
"A349334","2013-Q4","0_No_adoption"
"A349480","2013-Q4","0_No_adoption"
"A349733","2017-Q3","0_No_adoption"
"A349990","2018-Q1","0_No_adoption"
"A349996","2018-Q1","0_No_adoption"
"A350276","2017-Q3","4_Over_30_days"
"A350375","2017-Q1","0_No_adoption"
"A352555","2014-Q3","0_No_adoption"
"A352713","2017-Q2","0_No_adoption"
"A352872","2015-Q3","0_No_adoption"
"A353259","2016-Q2","0_No_adoption"
"A354540","2014-Q4","4_Over_30_days"
"A354597","2014-Q2","4_Over_30_days"
"A354725","2015-Q3","0_No_adoption"
"A354753","2017-Q2","0_No_adoption"
"A355519","2015-Q2","0_No_adoption"
"A355688","2014-Q1","3_Within_30_days"
"A355753","2015-Q3","2_Within_14_days"
"A355753","2015-Q3","0_No_adoption"
"A357021","2014-Q4","0_No_adoption"
"A357444","2016-Q1","0_No_adoption"
"A357846","2016-Q1","0_No_adoption"
"A358697","2015-Q1","0_No_adoption"
"A358879","2015-Q3","0_No_adoption"
"A361391","2015-Q1","0_No_adoption"
"A362103","2014-Q4","0_No_adoption"
"A362383","2016-Q1","0_No_adoption"
"A362383","2016-Q2","0_No_adoption"
"A362707","2016-Q1","4_Over_30_days"
"A362967","2014-Q2","0_No_adoption"
"A363653","2014-Q1","0_No_adoption"
"A363653","2014-Q4","0_No_adoption"
"A364429","2015-Q3","0_No_adoption"
"A365172","2014-Q3","0_No_adoption"
"A365302","2017-Q1","0_No_adoption"
"A367012","2015-Q3","0_No_adoption"
"A367438","2015-Q3","1_Within_7_days"
"A367747","2014-Q4","3_Within_30_days"
"A368742","2018-Q1","0_No_adoption"
"A368930","2014-Q2","0_No_adoption"
"A370439","2016-Q2","0_No_adoption"
"A370507","2014-Q4","4_Over_30_days"
"A370852","2013-Q4","0_No_adoption"
"A371000","2015-Q3","4_Over_30_days"
"A371102","2015-Q3","0_No_adoption"
"A371344","2015-Q2","0_No_adoption"
"A371534","2016-Q2","0_No_adoption"
"A373219","2014-Q3","0_No_adoption"
"A373687","2014-Q1","3_Within_30_days"
"A375393","2015-Q2","0_No_adoption"
"A376322","2014-Q1","0_No_adoption"
"A376459","2017-Q3","0_No_adoption"
"A377750","2017-Q4","0_No_adoption"
"A378348","2013-Q4","4_Over_30_days"
"A378348","2014-Q1","4_Over_30_days"
"A378353","2014-Q3","0_No_adoption"
"A378818","2014-Q3","0_No_adoption"
"A378946","2017-Q3","3_Within_30_days"
"A379998","2013-Q4","0_No_adoption"
"A380009","2016-Q1","0_No_adoption"
"A380320","2014-Q1","0_No_adoption"
"A380420","2017-Q3","4_Over_30_days"
"A380506","2016-Q1","0_No_adoption"
"A381173","2014-Q3","0_No_adoption"
"A381217","2017-Q2","0_No_adoption"
"A381217","2017-Q3","0_No_adoption"
"A382192","2015-Q1","0_No_adoption"
"A382251","2014-Q4","0_No_adoption"
"A383036","2014-Q2","0_No_adoption"
"A383964","2017-Q1","0_No_adoption"
"A384360","2014-Q3","0_No_adoption"
"A384568","2014-Q4","3_Within_30_days"
"A385442","2014-Q1","0_No_adoption"
"A386005","2015-Q3","0_No_adoption"
"A386276","2015-Q4","2_Within_14_days"
"A386688","2015-Q3","0_No_adoption"
"A387083","2014-Q1","0_No_adoption"
"A387965","2014-Q2","0_No_adoption"
"A388360","2015-Q4","0_No_adoption"
"A388691","2015-Q4","0_No_adoption"
"A390222","2013-Q4","1_Within_7_days"
"A390222","2013-Q4","2_Within_14_days"
"A391512","2016-Q2","0_No_adoption"
"A391858","2017-Q1","0_No_adoption"
"A392027","2014-Q1","0_No_adoption"
"A392075","2013-Q4","0_No_adoption"
"A392615","2015-Q3","0_No_adoption"
"A394547","2015-Q1","0_No_adoption"
"A395451","2015-Q4","0_No_adoption"
"A396810","2016-Q3","4_Over_30_days"
"A397882","2017-Q3","0_No_adoption"
"A399421","2015-Q3","0_No_adoption"
"A399552","2013-Q4","0_No_adoption"
"A400498","2016-Q4","2_Within_14_days"
"A400680","2017-Q2","4_Over_30_days"
"A403564","2013-Q4","0_No_adoption"
"A405494","2014-Q2","0_No_adoption"
"A406756","2016-Q2","0_No_adoption"
"A407156","2016-Q4","0_No_adoption"
"A408035","2014-Q4","0_No_adoption"
"A409637","2016-Q2","0_No_adoption"
"A410330","2016-Q3","0_No_adoption"
"A410668","2015-Q4","4_Over_30_days"
"A410684","2014-Q2","1_Within_7_days"
"A412173","2015-Q3","0_No_adoption"
"A412626","2016-Q1","3_Within_30_days"
"A412697","2016-Q1","0_No_adoption"
"A413789","2016-Q2","0_No_adoption"
"A414198","2015-Q1","0_No_adoption"
"A414513","2016-Q2","0_No_adoption"
"A414620","2017-Q4","1_Within_7_days"
"A415049","2015-Q2","0_No_adoption"
"A415589","2015-Q2","0_No_adoption"
"A415823","2015-Q3","0_No_adoption"
"A415823","2015-Q4","0_No_adoption"
"A416128","2016-Q3","0_No_adoption"
"A416756","2016-Q3","0_No_adoption"
"A417545","2015-Q4","4_Over_30_days"
"A417622","2015-Q3","0_No_adoption"
"A417642","2015-Q4","1_Within_7_days"
"A417705","2014-Q4","0_No_adoption"
"A417737","2018-Q1","0_No_adoption"
"A417832","2017-Q1","0_No_adoption"
"A418634","2016-Q3","0_No_adoption"
"A419009","2014-Q1","0_No_adoption"
"A419161","2015-Q2","0_No_adoption"
"A419723","2015-Q4","0_No_adoption"
"A419781","2013-Q4","0_No_adoption"
"A420143","2016-Q2","0_No_adoption"
"A420464","2013-Q4","0_No_adoption"
"A421087","2015-Q1","0_No_adoption"
"A422526","2013-Q4","0_No_adoption"
"A423033","2016-Q4","0_No_adoption"
"A423546","2016-Q4","1_Within_7_days"
"A423701","2014-Q1","0_No_adoption"
"A424158","2015-Q1","0_No_adoption"
"A424158","2016-Q2","0_No_adoption"
"A424158","2017-Q2","0_No_adoption"
"A424714","2018-Q1","0_No_adoption"
"A427100","2016-Q1","0_No_adoption"
"A427442","2015-Q3","0_No_adoption"
"A427782","2014-Q2","0_No_adoption"
"A427808","2014-Q3","0_No_adoption"
"A427866","2014-Q2","0_No_adoption"
"A428783","2014-Q1","2_Within_14_days"
"A430328","2016-Q4","0_No_adoption"
"A430366","2015-Q2","0_No_adoption"
"A430368","2014-Q1","4_Over_30_days"
"A430437","2014-Q2","0_No_adoption"
"A430500","2014-Q1","0_No_adoption"
"A430501","2013-Q4","0_No_adoption"
"A430671","2014-Q2","0_No_adoption"
"A430709","2017-Q1","0_No_adoption"
"A430709","2017-Q4","0_No_adoption"
"A430953","2014-Q2","0_No_adoption"
"A431223","2014-Q4","0_No_adoption"
"A431615","2014-Q2","4_Over_30_days"
"A432065","2014-Q1","0_No_adoption"
"A432197","2013-Q4","4_Over_30_days"
"A433111","2013-Q4","0_No_adoption"
"A433111","2013-Q4","0_No_adoption"
"A433746","2015-Q4","0_No_adoption"
"A434523","2015-Q4","0_No_adoption"
"A434923","2013-Q4","0_No_adoption"
"A435209","2014-Q1","0_No_adoption"
"A435237","2016-Q1","0_No_adoption"
"A435358","2015-Q1","0_No_adoption"
"A436250","2016-Q3","0_No_adoption"
"A438287","2018-Q1","1_Within_7_days"
"A438287","2018-Q1","1_Within_7_days"
"A439702","2015-Q2","0_No_adoption"
"A439728","2016-Q4","0_No_adoption"
"A439733","2017-Q2","0_No_adoption"
"A440082","2014-Q2","0_No_adoption"
"A440835","2014-Q1","0_No_adoption"
"A441798","2014-Q2","4_Over_30_days"
"A442798","2015-Q2","3_Within_30_days"
"A443085","2014-Q1","4_Over_30_days"
"A443085","2014-Q3","0_No_adoption"
"A443497","2014-Q1","0_No_adoption"
"A443738","2015-Q3","0_No_adoption"
"A443790","2014-Q3","2_Within_14_days"
"A444115","2015-Q1","0_No_adoption"
"A445392","2017-Q1","0_No_adoption"
"A445694","2013-Q4","3_Within_30_days"
"A447033","2015-Q1","3_Within_30_days"
"A447254","2015-Q1","0_No_adoption"
"A447753","2015-Q1","0_No_adoption"
"A447896","2016-Q1","0_No_adoption"
"A448018","2013-Q4","0_No_adoption"
"A448020","2014-Q3","0_No_adoption"
"A448267","2014-Q2","0_No_adoption"
"A448267","2015-Q2","4_Over_30_days"
"A448750","2014-Q2","0_No_adoption"
"A448819","2014-Q1","0_No_adoption"
"A449107","2014-Q1","0_No_adoption"
"A449270","2015-Q1","1_Within_7_days"
"A449703","2015-Q1","1_Within_7_days"
"A449752","2014-Q1","0_No_adoption"
"A449967","2014-Q1","0_No_adoption"
"A449968","2014-Q1","2_Within_14_days"
"A449968","2015-Q4","4_Over_30_days"
"A450003","2015-Q3","0_No_adoption"
"A450223","2016-Q2","0_No_adoption"
"A450274","2017-Q3","0_No_adoption"
"A450780","2016-Q2","0_No_adoption"
"A451014","2018-Q1","0_No_adoption"
"A452508","2016-Q1","4_Over_30_days"
"A452948","2014-Q3","0_No_adoption"
"A453083","2014-Q3","0_No_adoption"
"A453083","2015-Q2","0_No_adoption"
"A453083","2016-Q1","0_No_adoption"
"A453102","2016-Q4","0_No_adoption"
"A453102","2016-Q4","3_Within_30_days"
"A453136","2014-Q1","3_Within_30_days"
"A453523","2016-Q3","2_Within_14_days"
"A453743","2016-Q3","0_No_adoption"
"A453933","2014-Q2","0_No_adoption"
"A454208","2015-Q3","0_No_adoption"
"A454245","2017-Q1","0_No_adoption"
"A454384","2016-Q3","0_No_adoption"
"A454384","2016-Q4","0_No_adoption"
"A454486","2014-Q1","0_No_adoption"
"A454665","2015-Q3","0_No_adoption"
"A455146","2014-Q4","0_No_adoption"
"A455868","2014-Q2","4_Over_30_days"
"A456133","2016-Q1","4_Over_30_days"
"A456604","2014-Q4","0_No_adoption"
"A456857","2016-Q2","0_No_adoption"
"A457029","2014-Q3","3_Within_30_days"
"A457858","2014-Q1","0_No_adoption"
"A457858","2015-Q2","0_No_adoption"
"A458233","2017-Q2","0_No_adoption"
"A459161","2015-Q2","0_No_adoption"
"A459318","2014-Q1","0_No_adoption"
"A459766","2014-Q1","0_No_adoption"
"A459766","2014-Q3","0_No_adoption"
"A459766","2016-Q1","0_No_adoption"
"A459845","2014-Q2","0_No_adoption"
"A459859","2014-Q2","0_No_adoption"
"A459869","2015-Q2","0_No_adoption"
"A459989","2017-Q3","0_No_adoption"
"A460100","2017-Q1","0_No_adoption"
"A460458","2016-Q1","2_Within_14_days"
"A460458","2017-Q2","3_Within_30_days"
"A460630","2016-Q2","0_No_adoption"
"A461106","2017-Q2","0_No_adoption"
"A461171","2015-Q2","0_No_adoption"
"A461224","2014-Q4","0_No_adoption"
"A461358","2017-Q1","0_No_adoption"
"A461574","2015-Q2","0_No_adoption"
"A462248","2017-Q1","0_No_adoption"
"A462504","2014-Q2","0_No_adoption"
"A462504","2014-Q3","2_Within_14_days"
"A462504","2016-Q4","4_Over_30_days"
"A462580","2014-Q4","0_No_adoption"
"A462580","2014-Q4","0_No_adoption"
"A462580","2015-Q3","0_No_adoption"
"A462580","2015-Q3","0_No_adoption"
"A462580","2015-Q3","0_No_adoption"
"A462580","2015-Q4","4_Over_30_days"
"A462879","2014-Q2","0_No_adoption"
"A463218","2014-Q1","0_No_adoption"
"A463982","2016-Q3","0_No_adoption"
"A464189","2015-Q3","0_No_adoption"
"A464307","2016-Q1","0_No_adoption"
"A464377","2014-Q2","0_No_adoption"
"A464496","2016-Q3","0_No_adoption"
"A464652","2014-Q3","0_No_adoption"
"A464652","2014-Q4","0_No_adoption"
"A465426","2015-Q1","0_No_adoption"
"A465573","2014-Q1","0_No_adoption"
"A465637","2017-Q2","0_No_adoption"
"A465830","2014-Q2","1_Within_7_days"
"A465849","2016-Q1","0_No_adoption"
"A465849","2018-Q1","1_Within_7_days"
"A465930","2016-Q4","0_No_adoption"
"A466156","2017-Q3","0_No_adoption"
"A466411","2015-Q4","0_No_adoption"
"A466709","2015-Q1","0_No_adoption"
"A466810","2016-Q3","0_No_adoption"
"A466858","2014-Q4","0_No_adoption"
"A466946","2016-Q1","0_No_adoption"
"A467213","2014-Q2","0_No_adoption"
"A467387","2014-Q1","0_No_adoption"
"A467392","2014-Q2","0_No_adoption"
"A467567","2017-Q4","0_No_adoption"
"A468026","2013-Q4","0_No_adoption"
"A468026","2015-Q3","4_Over_30_days"
"A468181","2013-Q4","0_No_adoption"
"A468181","2014-Q3","0_No_adoption"
"A468181","2015-Q1","0_No_adoption"
"A468181","2016-Q4","0_No_adoption"
"A468790","2014-Q1","0_No_adoption"
"A469338","2014-Q2","0_No_adoption"
"A470287","2014-Q2","0_No_adoption"
"A470702","2015-Q4","0_No_adoption"
"A471015","2013-Q4","1_Within_7_days"
"A471018","2017-Q3","0_No_adoption"
"A471842","2014-Q4","0_No_adoption"
"A473179","2013-Q4","0_No_adoption"
"A473353","2016-Q3","0_No_adoption"
"A474000","2017-Q3","1_Within_7_days"
"A474000","2017-Q4","3_Within_30_days"
"A474001","2017-Q3","1_Within_7_days"
"A474001","2017-Q4","3_Within_30_days"
"A474311","2015-Q1","4_Over_30_days"
"A474539","2014-Q4","0_No_adoption"
"A474852","2016-Q3","0_No_adoption"
"A475812","2015-Q2","0_No_adoption"
"A475943","2013-Q4","0_No_adoption"
"A475943","2014-Q1","0_No_adoption"
"A475944","2013-Q4","0_No_adoption"
"A475944","2014-Q2","0_No_adoption"
"A476054","2015-Q2","0_No_adoption"
"A476054","2015-Q3","3_Within_30_days"
"A476298","2017-Q3","0_No_adoption"
"A476605","2014-Q3","0_No_adoption"
"A476605","2016-Q1","0_No_adoption"
"A476642","2014-Q4","0_No_adoption"
"A476706","2015-Q1","0_No_adoption"
"A476741","2014-Q1","3_Within_30_days"
"A476874","2016-Q4","0_No_adoption"
"A477516","2016-Q1","0_No_adoption"
"A477746","2015-Q1","4_Over_30_days"
"A477934","2013-Q4","0_No_adoption"
"A478206","2015-Q3","0_No_adoption"
"A478560","2014-Q1","0_No_adoption"
"A478560","2016-Q1","3_Within_30_days"
"A478560","2016-Q2","3_Within_30_days"
"A478579","2014-Q1","0_No_adoption"
"A478957","2017-Q1","0_No_adoption"
"A479137","2014-Q1","1_Within_7_days"
"A479150","2017-Q1","0_No_adoption"
"A481727","2015-Q2","0_No_adoption"
"A482046","2014-Q3","0_No_adoption"
"A482334","2015-Q4","0_No_adoption"
"A482518","2014-Q2","0_No_adoption"
"A482683","2015-Q2","0_No_adoption"
"A483240","2013-Q4","1_Within_7_days"
"A483604","2017-Q4","0_No_adoption"
"A483647","2014-Q2","0_No_adoption"
"A484400","2014-Q1","0_No_adoption"
"A484400","2017-Q2","0_No_adoption"
"A484463","2016-Q2","0_No_adoption"
"A484851","2016-Q2","2_Within_14_days"
"A484925","2014-Q4","0_No_adoption"
"A484945","2015-Q2","0_No_adoption"
"A485350","2017-Q1","0_No_adoption"
"A485352","2014-Q3","3_Within_30_days"
"A485651","2013-Q4","0_No_adoption"
"A485674","2014-Q4","1_Within_7_days"
"A485940","2015-Q4","3_Within_30_days"
"A485955","2016-Q4","0_No_adoption"
"A486513","2015-Q1","0_No_adoption"
"A486573","2016-Q2","0_No_adoption"
"A486687","2015-Q3","0_No_adoption"
"A486898","2014-Q4","0_No_adoption"
"A487013","2015-Q2","0_No_adoption"
"A487253","2014-Q2","4_Over_30_days"
"A487253","2016-Q1","3_Within_30_days"
"A487470","2014-Q1","0_No_adoption"
"A488066","2014-Q2","2_Within_14_days"
"A488203","2015-Q1","0_No_adoption"
"A488204","2017-Q1","0_No_adoption"
"A488234","2014-Q1","0_No_adoption"
"A488304","2014-Q2","0_No_adoption"
"A488740","2015-Q1","0_No_adoption"
"A489376","2014-Q1","0_No_adoption"
"A489376","2015-Q2","0_No_adoption"
"A489415","2017-Q3","2_Within_14_days"
"A489417","2017-Q3","1_Within_7_days"
"A489464","2015-Q4","0_No_adoption"
"A489503","2014-Q3","0_No_adoption"
"A489686","2015-Q4","0_No_adoption"
"A489704","2015-Q1","2_Within_14_days"
"A489912","2016-Q1","2_Within_14_days"
"A490091","2015-Q3","0_No_adoption"
"A490776","2014-Q2","0_No_adoption"
"A490893","2016-Q2","0_No_adoption"
"A491764","2014-Q3","0_No_adoption"
"A491810","2013-Q4","0_No_adoption"
"A491814","2014-Q1","0_No_adoption"
"A491814","2014-Q2","0_No_adoption"
"A491818","2016-Q4","0_No_adoption"
"A492030","2014-Q3","0_No_adoption"
"A492808","2014-Q3","2_Within_14_days"
"A492949","2018-Q1","0_No_adoption"
"A493167","2017-Q2","4_Over_30_days"
"A493225","2016-Q1","0_No_adoption"
"A493225","2016-Q2","0_No_adoption"
"A493291","2013-Q4","0_No_adoption"
"A493761","2017-Q4","0_No_adoption"
"A493772","2013-Q4","3_Within_30_days"
"A494120","2016-Q2","1_Within_7_days"
"A494120","2016-Q2","4_Over_30_days"
"A494170","2015-Q4","0_No_adoption"
"A494176","2017-Q2","0_No_adoption"
"A494226","2014-Q2","0_No_adoption"
"A494990","2013-Q4","0_No_adoption"
"A495008","2015-Q4","0_No_adoption"
"A495060","2016-Q2","4_Over_30_days"
"A495060","2016-Q3","4_Over_30_days"
"A495308","2015-Q1","0_No_adoption"
"A495369","2016-Q3","0_No_adoption"
"A495740","2015-Q4","1_Within_7_days"
"A495792","2014-Q3","3_Within_30_days"
"A496561","2013-Q4","0_No_adoption"
"A496619","2016-Q2","0_No_adoption"
"A496789","2014-Q3","0_No_adoption"
"A497904","2017-Q4","0_No_adoption"
"A498100","2015-Q3","0_No_adoption"
"A498537","2015-Q1","0_No_adoption"
"A498720","2016-Q1","4_Over_30_days"
"A498735","2015-Q1","0_No_adoption"
"A498842","2015-Q1","0_No_adoption"
"A499024","2014-Q1","0_No_adoption"
"A499156","2015-Q4","0_No_adoption"
"A499387","2015-Q2","2_Within_14_days"
"A500002","2014-Q2","0_No_adoption"
"A500002","2014-Q3","0_No_adoption"
"A500065","2015-Q1","0_No_adoption"
"A500073","2017-Q2","0_No_adoption"
"A500349","2016-Q3","1_Within_7_days"
"A500862","2013-Q4","0_No_adoption"
"A500873","2017-Q4","3_Within_30_days"
"A500955","2016-Q4","4_Over_30_days"
"A501071","2015-Q1","0_No_adoption"
"A501076","2015-Q2","0_No_adoption"
"A501193","2017-Q1","0_No_adoption"
"A501255","2014-Q1","0_No_adoption"
"A501433","2016-Q4","0_No_adoption"
"A501443","2014-Q3","4_Over_30_days"
"A501600","2016-Q2","0_No_adoption"
"A502125","2015-Q4","0_No_adoption"
"A502315","2014-Q4","4_Over_30_days"
"A502606","2017-Q4","0_No_adoption"
"A502800","2014-Q2","0_No_adoption"
"A502862","2015-Q1","0_No_adoption"
"A502862","2015-Q4","0_No_adoption"
"A503335","2014-Q3","0_No_adoption"
"A503370","2018-Q1","0_No_adoption"
"A503371","2015-Q1","0_No_adoption"
"A503376","2015-Q4","0_No_adoption"
"A503431","2017-Q1","4_Over_30_days"
"A503580","2017-Q4","0_No_adoption"
"A503709","2015-Q3","0_No_adoption"
"A503799","2015-Q3","0_No_adoption"
"A503957","2017-Q2","2_Within_14_days"
"A504009","2014-Q2","0_No_adoption"
"A504009","2014-Q2","0_No_adoption"
"A504094","2016-Q4","0_No_adoption"
"A504189","2016-Q1","0_No_adoption"
"A504280","2013-Q4","0_No_adoption"
"A504723","2017-Q2","0_No_adoption"
"A504801","2014-Q4","0_No_adoption"
"A504813","2014-Q4","0_No_adoption"
"A504891","2015-Q2","1_Within_7_days"
"A505682","2014-Q1","0_No_adoption"
"A505889","2014-Q2","0_No_adoption"
"A506000","2016-Q2","4_Over_30_days"
"A506241","2013-Q4","0_No_adoption"
"A506775","2016-Q1","2_Within_14_days"
"A506775","2016-Q2","0_No_adoption"
"A506854","2014-Q4","0_No_adoption"
"A506854","2016-Q2","0_No_adoption"
"A506854","2017-Q1","3_Within_30_days"
"A506972","2015-Q2","0_No_adoption"
"A507557","2014-Q2","0_No_adoption"
"A507614","2014-Q1","0_No_adoption"
"A507705","2016-Q4","4_Over_30_days"
"A507728","2014-Q1","0_No_adoption"
"A508026","2013-Q4","0_No_adoption"
"A508027","2016-Q1","0_No_adoption"
"A508053","2017-Q1","0_No_adoption"
"A508053","2017-Q1","0_No_adoption"
"A508549","2016-Q2","0_No_adoption"
"A508692","2017-Q1","1_Within_7_days"
"A508767","2017-Q1","0_No_adoption"
"A509042","2014-Q4","4_Over_30_days"
"A509204","2015-Q3","0_No_adoption"
"A509226","2014-Q2","0_No_adoption"
"A509228","2014-Q2","0_No_adoption"
"A509390","2014-Q3","0_No_adoption"
"A509868","2013-Q4","0_No_adoption"
"A510247","2015-Q3","0_No_adoption"
"A510247","2015-Q3","0_No_adoption"
"A510336","2015-Q2","2_Within_14_days"
"A510475","2014-Q2","0_No_adoption"
"A510803","2016-Q3","0_No_adoption"
"A510997","2014-Q1","0_No_adoption"
"A511050","2015-Q2","0_No_adoption"
"A511198","2013-Q4","0_No_adoption"
"A511822","2016-Q1","2_Within_14_days"
"A512158","2015-Q1","2_Within_14_days"
"A512959","2014-Q4","1_Within_7_days"
"A513419","2017-Q1","0_No_adoption"
"A513770","2015-Q3","0_No_adoption"
"A513956","2017-Q2","0_No_adoption"
"A514005","2014-Q2","0_No_adoption"
"A514009","2017-Q4","0_No_adoption"
"A514236","2017-Q1","0_No_adoption"
"A514445","2014-Q3","0_No_adoption"
"A514445","2016-Q4","0_No_adoption"
"A514631","2014-Q2","0_No_adoption"
"A514866","2014-Q3","0_No_adoption"
"A515049","2015-Q1","3_Within_30_days"
"A515112","2014-Q2","0_No_adoption"
